County,State,FIPS.County.Code,X2006.Prescribing.Rate,Year,County.1,State.1,FIPS.County.Code.1,X2007.Prescribing.Rate,Year.1,County.2,State.2,FIPS.County.Code.2,X2008.Prescribing.Rate,Year.2,County.3,State.3,FIPS.County.Code.3,X2009.Prescribing.Rate,Year.3,County.4,State.4,FIPS.County.Code.4,X2010.Prescribing.Rate,Year.4,County.5,State.5,FIPS.County.Code.5,X2011.Prescribing.Rate,Year.5,County.6,State.6,FIPS.County.Code.6,X2012.Prescribing.Rate,Year.6,County.7,State.7,FIPS.County.Code.7,X2013.Prescribing.Rate,Year.7,County.8,State.8,FIPS.County.Code.8,X2014.Prescribing.Rate,Year.8,County.9,State.9,FIPS.County.Code.9,X2015.Prescribing.Rate,Year.9,County.10,State.10,FIPS.County.Code.10,X2016.Prescribing.Rate,Year.10,County.11,State.11,State.County.FIPS.Code,X2017,Year.11
"Ochiltree, TX",TX,48357,55.4,X2006.Prescribing.Rate,"Ochiltree, TX",TX,48357,87.1,X2007.Prescribing.Rate,"Ochiltree, TX",TX,48357,72.2,X2008.Prescribing.Rate,"Ochiltree, TX",TX,48357,87.1,X2009.Prescribing.Rate,"Ochiltree, TX",TX,48357,78.1,X2010.Prescribing.Rate,"Ochiltree, TX",TX,48357,76.2,X2011.Prescribing.Rate,"Ochiltree, TX",TX,48357,81.5,X2012.Prescribing.Rate,"Ochiltree, TX",TX,48357,79.6,X2013.Prescribing.Rate,"Ochiltree, TX",TX,48357,80.2,X2014.Prescribing.Rate,"Ochiltree, TX",TX,48357,39.7,X2015.Prescribing.Rate,"Ochiltree, TX",TX,48357,46.1,X2016.Prescribing.Rate,HENRICO,VA,51087,56.6,2017
"Oldham, TX",TX,48359,,X2006.Prescribing.Rate,"Oldham, TX",TX,48359,,X2007.Prescribing.Rate,"Oldham, TX",TX,48359,,X2008.Prescribing.Rate,"Oldham, TX",TX,48359,,X2009.Prescribing.Rate,"Oldham, TX",TX,48359,,X2010.Prescribing.Rate,"Oldham, TX",TX,48359,,X2011.Prescribing.Rate,"Oldham, TX",TX,48359,,X2012.Prescribing.Rate,"Oldham, TX",TX,48359,,X2013.Prescribing.Rate,"Oldham, TX",TX,48359,,X2014.Prescribing.Rate,"Oldham, TX",TX,48359,,X2015.Prescribing.Rate,"Oldham, TX",TX,48359,,X2016.Prescribing.Rate,HENRY,VA,51089,63.4,2017
"Orange, TX",TX,48361,99.3,X2006.Prescribing.Rate,"Orange, TX",TX,48361,161.1,X2007.Prescribing.Rate,"Orange, TX",TX,48361,107.4,X2008.Prescribing.Rate,"Orange, TX",TX,48361,116.2,X2009.Prescribing.Rate,"Orange, TX",TX,48361,127,X2010.Prescribing.Rate,"Orange, TX",TX,48361,122.2,X2011.Prescribing.Rate,"Orange, TX",TX,48361,119.6,X2012.Prescribing.Rate,"Orange, TX",TX,48361,126.5,X2013.Prescribing.Rate,"Orange, TX",TX,48361,127.3,X2014.Prescribing.Rate,"Orange, TX",TX,48361,119.2,X2015.Prescribing.Rate,"Orange, TX",TX,48361,113.4,X2016.Prescribing.Rate,HOPEWELL CITY,VA,51670,150.8,2017
"Palo Pinto, TX",TX,48363,84.4,X2006.Prescribing.Rate,"Palo Pinto, TX",TX,48363,99.9,X2007.Prescribing.Rate,"Palo Pinto, TX",TX,48363,117.4,X2008.Prescribing.Rate,"Palo Pinto, TX",TX,48363,124.6,X2009.Prescribing.Rate,"Palo Pinto, TX",TX,48363,130.4,X2010.Prescribing.Rate,"Palo Pinto, TX",TX,48363,125.3,X2011.Prescribing.Rate,"Palo Pinto, TX",TX,48363,148,X2012.Prescribing.Rate,"Palo Pinto, TX",TX,48363,142.8,X2013.Prescribing.Rate,"Palo Pinto, TX",TX,48363,130.6,X2014.Prescribing.Rate,"Palo Pinto, TX",TX,48363,116.8,X2015.Prescribing.Rate,"Palo Pinto, TX",TX,48363,108.6,X2016.Prescribing.Rate,ISLE OF WIGHT,VA,51093,64.6,2017
"Panola, TX",TX,48365,83.9,X2006.Prescribing.Rate,"Panola, TX",TX,48365,83.7,X2007.Prescribing.Rate,"Panola, TX",TX,48365,84.2,X2008.Prescribing.Rate,"Panola, TX",TX,48365,86,X2009.Prescribing.Rate,"Panola, TX",TX,48365,91.4,X2010.Prescribing.Rate,"Panola, TX",TX,48365,93.6,X2011.Prescribing.Rate,"Panola, TX",TX,48365,97,X2012.Prescribing.Rate,"Panola, TX",TX,48365,95.4,X2013.Prescribing.Rate,"Panola, TX",TX,48365,83.7,X2014.Prescribing.Rate,"Panola, TX",TX,48365,82.4,X2015.Prescribing.Rate,"Panola, TX",TX,48365,81.4,X2016.Prescribing.Rate,JAMES CITY,VA,51095,80.4,2017
"Parker, TX",TX,48367,75.3,X2006.Prescribing.Rate,"Parker, TX",TX,48367,74.9,X2007.Prescribing.Rate,"Parker, TX",TX,48367,72.2,X2008.Prescribing.Rate,"Parker, TX",TX,48367,67,X2009.Prescribing.Rate,"Parker, TX",TX,48367,70.4,X2010.Prescribing.Rate,"Parker, TX",TX,48367,76,X2011.Prescribing.Rate,"Parker, TX",TX,48367,84.6,X2012.Prescribing.Rate,"Parker, TX",TX,48367,84.2,X2013.Prescribing.Rate,"Parker, TX",TX,48367,81.1,X2014.Prescribing.Rate,"Parker, TX",TX,48367,75.8,X2015.Prescribing.Rate,"Parker, TX",TX,48367,73.3,X2016.Prescribing.Rate,KING GEORGE,VA,51099,44.3,2017
"Parmer, TX",TX,48369,,X2006.Prescribing.Rate,"Parmer, TX",TX,48369,,X2007.Prescribing.Rate,"Parmer, TX",TX,48369,,X2008.Prescribing.Rate,"Parmer, TX",TX,48369,,X2009.Prescribing.Rate,"Parmer, TX",TX,48369,,X2010.Prescribing.Rate,"Parmer, TX",TX,48369,,X2011.Prescribing.Rate,"Parmer, TX",TX,48369,,X2012.Prescribing.Rate,"Parmer, TX",TX,48369,,X2013.Prescribing.Rate,"Parmer, TX",TX,48369,2.6,X2014.Prescribing.Rate,"Parmer, TX",TX,48369,1.8,X2015.Prescribing.Rate,"Parmer, TX",TX,48369,1.1,X2016.Prescribing.Rate,KING WILLIAM,VA,51101,29.8,2017
"Pecos, TX",TX,48371,63.5,X2006.Prescribing.Rate,"Pecos, TX",TX,48371,65,X2007.Prescribing.Rate,"Pecos, TX",TX,48371,65.9,X2008.Prescribing.Rate,"Pecos, TX",TX,48371,61.7,X2009.Prescribing.Rate,"Pecos, TX",TX,48371,57.5,X2010.Prescribing.Rate,"Pecos, TX",TX,48371,62.5,X2011.Prescribing.Rate,"Pecos, TX",TX,48371,49.1,X2012.Prescribing.Rate,"Pecos, TX",TX,48371,50.7,X2013.Prescribing.Rate,"Pecos, TX",TX,48371,44.5,X2014.Prescribing.Rate,"Pecos, TX",TX,48371,37.5,X2015.Prescribing.Rate,"Pecos, TX",TX,48371,37.9,X2016.Prescribing.Rate,LANCASTER,VA,51103,125.3,2017
"Polk, TX",TX,48373,84.1,X2006.Prescribing.Rate,"Polk, TX",TX,48373,81.3,X2007.Prescribing.Rate,"Polk, TX",TX,48373,81.4,X2008.Prescribing.Rate,"Polk, TX",TX,48373,93.9,X2009.Prescribing.Rate,"Polk, TX",TX,48373,91.4,X2010.Prescribing.Rate,"Polk, TX",TX,48373,80,X2011.Prescribing.Rate,"Polk, TX",TX,48373,89.2,X2012.Prescribing.Rate,"Polk, TX",TX,48373,102.3,X2013.Prescribing.Rate,"Polk, TX",TX,48373,120.5,X2014.Prescribing.Rate,"Polk, TX",TX,48373,106.7,X2015.Prescribing.Rate,"Polk, TX",TX,48373,101.1,X2016.Prescribing.Rate,LEE,VA,51105,132.6,2017
"Potter, TX",TX,48375,80,X2006.Prescribing.Rate,"Potter, TX",TX,48375,83.7,X2007.Prescribing.Rate,"Potter, TX",TX,48375,87.3,X2008.Prescribing.Rate,"Potter, TX",TX,48375,94.9,X2009.Prescribing.Rate,"Potter, TX",TX,48375,97.2,X2010.Prescribing.Rate,"Potter, TX",TX,48375,95.8,X2011.Prescribing.Rate,"Potter, TX",TX,48375,99.1,X2012.Prescribing.Rate,"Potter, TX",TX,48375,96.1,X2013.Prescribing.Rate,"Potter, TX",TX,48375,89.3,X2014.Prescribing.Rate,"Potter, TX",TX,48375,78.1,X2015.Prescribing.Rate,"Potter, TX",TX,48375,76.1,X2016.Prescribing.Rate,LEXINGTON CITY,VA,51678,213.5,2017
"Presidio, TX",TX,48377,,X2006.Prescribing.Rate,"Presidio, TX",TX,48377,,X2007.Prescribing.Rate,"Presidio, TX",TX,48377,,X2008.Prescribing.Rate,"Presidio, TX",TX,48377,,X2009.Prescribing.Rate,"Presidio, TX",TX,48377,,X2010.Prescribing.Rate,"Presidio, TX",TX,48377,,X2011.Prescribing.Rate,"Presidio, TX",TX,48377,,X2012.Prescribing.Rate,"Presidio, TX",TX,48377,,X2013.Prescribing.Rate,"Presidio, TX",TX,48377,,X2014.Prescribing.Rate,"Presidio, TX",TX,48377,,X2015.Prescribing.Rate,"Presidio, TX",TX,48377,,X2016.Prescribing.Rate,LOUDOUN,VA,51107,31.1,2017
"Rains, TX",TX,48379,64.6,X2006.Prescribing.Rate,"Rains, TX",TX,48379,63.1,X2007.Prescribing.Rate,"Rains, TX",TX,48379,28.5,X2008.Prescribing.Rate,"Rains, TX",TX,48379,,X2009.Prescribing.Rate,"Rains, TX",TX,48379,,X2010.Prescribing.Rate,"Rains, TX",TX,48379,53.2,X2011.Prescribing.Rate,"Rains, TX",TX,48379,76.8,X2012.Prescribing.Rate,"Rains, TX",TX,48379,71.9,X2013.Prescribing.Rate,"Rains, TX",TX,48379,75.8,X2014.Prescribing.Rate,"Rains, TX",TX,48379,74.4,X2015.Prescribing.Rate,"Rains, TX",TX,48379,68.6,X2016.Prescribing.Rate,LOUISA,VA,51109,41.9,2017
"Randall, TX",TX,48381,76.7,X2006.Prescribing.Rate,"Randall, TX",TX,48381,80.5,X2007.Prescribing.Rate,"Randall, TX",TX,48381,79.2,X2008.Prescribing.Rate,"Randall, TX",TX,48381,79.2,X2009.Prescribing.Rate,"Randall, TX",TX,48381,81,X2010.Prescribing.Rate,"Randall, TX",TX,48381,82.2,X2011.Prescribing.Rate,"Randall, TX",TX,48381,89.9,X2012.Prescribing.Rate,"Randall, TX",TX,48381,88.2,X2013.Prescribing.Rate,"Randall, TX",TX,48381,84.9,X2014.Prescribing.Rate,"Randall, TX",TX,48381,76.1,X2015.Prescribing.Rate,"Randall, TX",TX,48381,73.9,X2016.Prescribing.Rate,LUNENBURG,VA,51111,1.2,2017
"Reagan, TX",TX,48383,42.1,X2006.Prescribing.Rate,"Reagan, TX",TX,48383,41.6,X2007.Prescribing.Rate,"Reagan, TX",TX,48383,41.3,X2008.Prescribing.Rate,"Reagan, TX",TX,48383,36.9,X2009.Prescribing.Rate,"Reagan, TX",TX,48383,,X2010.Prescribing.Rate,"Reagan, TX",TX,48383,,X2011.Prescribing.Rate,"Reagan, TX",TX,48383,,X2012.Prescribing.Rate,"Reagan, TX",TX,48383,,X2013.Prescribing.Rate,"Reagan, TX",TX,48383,,X2014.Prescribing.Rate,"Reagan, TX",TX,48383,0.4,X2015.Prescribing.Rate,"Reagan, TX",TX,48383,25.6,X2016.Prescribing.Rate,LYNCHBURG CITY,VA,51680,93.3,2017
"Real, TX",TX,48385,,X2006.Prescribing.Rate,"Real, TX",TX,48385,,X2007.Prescribing.Rate,"Real, TX",TX,48385,,X2008.Prescribing.Rate,"Real, TX",TX,48385,,X2009.Prescribing.Rate,"Real, TX",TX,48385,,X2010.Prescribing.Rate,"Real, TX",TX,48385,,X2011.Prescribing.Rate,"Real, TX",TX,48385,,X2012.Prescribing.Rate,"Real, TX",TX,48385,,X2013.Prescribing.Rate,"Real, TX",TX,48385,,X2014.Prescribing.Rate,"Real, TX",TX,48385,,X2015.Prescribing.Rate,"Real, TX",TX,48385,,X2016.Prescribing.Rate,MANASSAS CITY,VA,51683,88.1,2017
"Red River, TX",TX,48387,31,X2006.Prescribing.Rate,"Red River, TX",TX,48387,35.3,X2007.Prescribing.Rate,"Red River, TX",TX,48387,34.1,X2008.Prescribing.Rate,"Red River, TX",TX,48387,35.6,X2009.Prescribing.Rate,"Red River, TX",TX,48387,35.1,X2010.Prescribing.Rate,"Red River, TX",TX,48387,35.6,X2011.Prescribing.Rate,"Red River, TX",TX,48387,,X2012.Prescribing.Rate,"Red River, TX",TX,48387,,X2013.Prescribing.Rate,"Red River, TX",TX,48387,6,X2014.Prescribing.Rate,"Red River, TX",TX,48387,3.5,X2015.Prescribing.Rate,"Red River, TX",TX,48387,47.9,X2016.Prescribing.Rate,MARTINSVILLE CITY,VA,51690,336.4,2017
"Reeves, TX",TX,48389,65.8,X2006.Prescribing.Rate,"Reeves, TX",TX,48389,68.5,X2007.Prescribing.Rate,"Reeves, TX",TX,48389,72.3,X2008.Prescribing.Rate,"Reeves, TX",TX,48389,71.2,X2009.Prescribing.Rate,"Reeves, TX",TX,48389,71,X2010.Prescribing.Rate,"Reeves, TX",TX,48389,68.7,X2011.Prescribing.Rate,"Reeves, TX",TX,48389,82.1,X2012.Prescribing.Rate,"Reeves, TX",TX,48389,84.8,X2013.Prescribing.Rate,"Reeves, TX",TX,48389,91,X2014.Prescribing.Rate,"Reeves, TX",TX,48389,75.9,X2015.Prescribing.Rate,"Reeves, TX",TX,48389,63.8,X2016.Prescribing.Rate,MATHEWS,VA,51115,50.1,2017
"Refugio, TX",TX,48391,,X2006.Prescribing.Rate,"Refugio, TX",TX,48391,,X2007.Prescribing.Rate,"Refugio, TX",TX,48391,,X2008.Prescribing.Rate,"Refugio, TX",TX,48391,,X2009.Prescribing.Rate,"Refugio, TX",TX,48391,,X2010.Prescribing.Rate,"Refugio, TX",TX,48391,,X2011.Prescribing.Rate,"Refugio, TX",TX,48391,,X2012.Prescribing.Rate,"Refugio, TX",TX,48391,,X2013.Prescribing.Rate,"Refugio, TX",TX,48391,3.2,X2014.Prescribing.Rate,"Refugio, TX",TX,48391,1.7,X2015.Prescribing.Rate,"Refugio, TX",TX,48391,1.7,X2016.Prescribing.Rate,MECKLENBURG,VA,51117,83.9,2017
"Roberts, TX",TX,48393,,X2006.Prescribing.Rate,"Roberts, TX",TX,48393,,X2007.Prescribing.Rate,"Roberts, TX",TX,48393,,X2008.Prescribing.Rate,"Roberts, TX",TX,48393,,X2009.Prescribing.Rate,"Roberts, TX",TX,48393,,X2010.Prescribing.Rate,"Roberts, TX",TX,48393,,X2011.Prescribing.Rate,"Roberts, TX",TX,48393,,X2012.Prescribing.Rate,"Roberts, TX",TX,48393,,X2013.Prescribing.Rate,"Roberts, TX",TX,48393,,X2014.Prescribing.Rate,"Roberts, TX",TX,48393,,X2015.Prescribing.Rate,"Roberts, TX",TX,48393,,X2016.Prescribing.Rate,MIDDLESEX,VA,51119,3.1,2017
"Robertson, TX",TX,48395,49.3,X2006.Prescribing.Rate,"Robertson, TX",TX,48395,47.5,X2007.Prescribing.Rate,"Robertson, TX",TX,48395,44.6,X2008.Prescribing.Rate,"Robertson, TX",TX,48395,18,X2009.Prescribing.Rate,"Robertson, TX",TX,48395,20,X2010.Prescribing.Rate,"Robertson, TX",TX,48395,27.6,X2011.Prescribing.Rate,"Robertson, TX",TX,48395,31.9,X2012.Prescribing.Rate,"Robertson, TX",TX,48395,2.5,X2013.Prescribing.Rate,"Robertson, TX",TX,48395,6,X2014.Prescribing.Rate,"Robertson, TX",TX,48395,4,X2015.Prescribing.Rate,"Robertson, TX",TX,48395,28.6,X2016.Prescribing.Rate,MONTGOMERY,VA,51121,53.2,2017
"Rockwall, TX",TX,48397,62.2,X2006.Prescribing.Rate,"Rockwall, TX",TX,48397,64.8,X2007.Prescribing.Rate,"Rockwall, TX",TX,48397,68.9,X2008.Prescribing.Rate,"Rockwall, TX",TX,48397,76.5,X2009.Prescribing.Rate,"Rockwall, TX",TX,48397,84.4,X2010.Prescribing.Rate,"Rockwall, TX",TX,48397,78.8,X2011.Prescribing.Rate,"Rockwall, TX",TX,48397,91.4,X2012.Prescribing.Rate,"Rockwall, TX",TX,48397,88.4,X2013.Prescribing.Rate,"Rockwall, TX",TX,48397,78.7,X2014.Prescribing.Rate,"Rockwall, TX",TX,48397,69.4,X2015.Prescribing.Rate,"Rockwall, TX",TX,48397,74.6,X2016.Prescribing.Rate,NELSON,VA,51125,17.9,2017
"Runnels, TX",TX,48399,56.4,X2006.Prescribing.Rate,"Runnels, TX",TX,48399,51.8,X2007.Prescribing.Rate,"Runnels, TX",TX,48399,51.6,X2008.Prescribing.Rate,"Runnels, TX",TX,48399,50,X2009.Prescribing.Rate,"Runnels, TX",TX,48399,50.9,X2010.Prescribing.Rate,"Runnels, TX",TX,48399,50,X2011.Prescribing.Rate,"Runnels, TX",TX,48399,50.5,X2012.Prescribing.Rate,"Runnels, TX",TX,48399,55.9,X2013.Prescribing.Rate,"Runnels, TX",TX,48399,61.8,X2014.Prescribing.Rate,"Runnels, TX",TX,48399,54.7,X2015.Prescribing.Rate,"Runnels, TX",TX,48399,70.6,X2016.Prescribing.Rate,NEW KENT,VA,51127,44.8,2017
"Rusk, TX",TX,48401,54.8,X2006.Prescribing.Rate,"Rusk, TX",TX,48401,55.7,X2007.Prescribing.Rate,"Rusk, TX",TX,48401,59.6,X2008.Prescribing.Rate,"Rusk, TX",TX,48401,64.3,X2009.Prescribing.Rate,"Rusk, TX",TX,48401,69.1,X2010.Prescribing.Rate,"Rusk, TX",TX,48401,66.9,X2011.Prescribing.Rate,"Rusk, TX",TX,48401,68.5,X2012.Prescribing.Rate,"Rusk, TX",TX,48401,73.7,X2013.Prescribing.Rate,"Rusk, TX",TX,48401,68.1,X2014.Prescribing.Rate,"Rusk, TX",TX,48401,53.2,X2015.Prescribing.Rate,"Rusk, TX",TX,48401,49,X2016.Prescribing.Rate,NEWPORT NEWS CITY,VA,51700,49.8,2017
"Sabine, TX",TX,48403,59.7,X2006.Prescribing.Rate,"Sabine, TX",TX,48403,58.7,X2007.Prescribing.Rate,"Sabine, TX",TX,48403,44.6,X2008.Prescribing.Rate,"Sabine, TX",TX,48403,,X2009.Prescribing.Rate,"Sabine, TX",TX,48403,48.6,X2010.Prescribing.Rate,"Sabine, TX",TX,48403,55.4,X2011.Prescribing.Rate,"Sabine, TX",TX,48403,61.6,X2012.Prescribing.Rate,"Sabine, TX",TX,48403,0.7,X2013.Prescribing.Rate,"Sabine, TX",TX,48403,7,X2014.Prescribing.Rate,"Sabine, TX",TX,48403,3.9,X2015.Prescribing.Rate,"Sabine, TX",TX,48403,54.7,X2016.Prescribing.Rate,NORFOLK CITY,VA,51710,53.9,2017
"San Augustine, TX",TX,48405,82.1,X2006.Prescribing.Rate,"San Augustine, TX",TX,48405,109.2,X2007.Prescribing.Rate,"San Augustine, TX",TX,48405,110.3,X2008.Prescribing.Rate,"San Augustine, TX",TX,48405,119.9,X2009.Prescribing.Rate,"San Augustine, TX",TX,48405,96.9,X2010.Prescribing.Rate,"San Augustine, TX",TX,48405,96,X2011.Prescribing.Rate,"San Augustine, TX",TX,48405,99,X2012.Prescribing.Rate,"San Augustine, TX",TX,48405,9,X2013.Prescribing.Rate,"San Augustine, TX",TX,48405,7,X2014.Prescribing.Rate,"San Augustine, TX",TX,48405,4.2,X2015.Prescribing.Rate,"San Augustine, TX",TX,48405,74.7,X2016.Prescribing.Rate,NORTHAMPTON,VA,51131,96.4,2017
"San Jacinto, TX",TX,48407,11.9,X2006.Prescribing.Rate,"San Jacinto, TX",TX,48407,10.7,X2007.Prescribing.Rate,"San Jacinto, TX",TX,48407,8.8,X2008.Prescribing.Rate,"San Jacinto, TX",TX,48407,8.5,X2009.Prescribing.Rate,"San Jacinto, TX",TX,48407,26.1,X2010.Prescribing.Rate,"San Jacinto, TX",TX,48407,24.1,X2011.Prescribing.Rate,"San Jacinto, TX",TX,48407,23.7,X2012.Prescribing.Rate,"San Jacinto, TX",TX,48407,1.9,X2013.Prescribing.Rate,"San Jacinto, TX",TX,48407,1.9,X2014.Prescribing.Rate,"San Jacinto, TX",TX,48407,1.1,X2015.Prescribing.Rate,"San Jacinto, TX",TX,48407,19.1,X2016.Prescribing.Rate,NORTHUMBERLAND,VA,51133,24,2017
"San Patricio, TX",TX,48409,58.3,X2006.Prescribing.Rate,"San Patricio, TX",TX,48409,64.9,X2007.Prescribing.Rate,"San Patricio, TX",TX,48409,74.3,X2008.Prescribing.Rate,"San Patricio, TX",TX,48409,76.4,X2009.Prescribing.Rate,"San Patricio, TX",TX,48409,79.4,X2010.Prescribing.Rate,"San Patricio, TX",TX,48409,82,X2011.Prescribing.Rate,"San Patricio, TX",TX,48409,81.8,X2012.Prescribing.Rate,"San Patricio, TX",TX,48409,83.4,X2013.Prescribing.Rate,"San Patricio, TX",TX,48409,80.1,X2014.Prescribing.Rate,"San Patricio, TX",TX,48409,80.6,X2015.Prescribing.Rate,"San Patricio, TX",TX,48409,86.4,X2016.Prescribing.Rate,NORTON CITY,VA,51720,396.1,2017
"San Saba, TX",TX,48411,,X2006.Prescribing.Rate,"San Saba, TX",TX,48411,,X2007.Prescribing.Rate,"San Saba, TX",TX,48411,10.5,X2008.Prescribing.Rate,"San Saba, TX",TX,48411,67.4,X2009.Prescribing.Rate,"San Saba, TX",TX,48411,77.7,X2010.Prescribing.Rate,"San Saba, TX",TX,48411,81.7,X2011.Prescribing.Rate,"San Saba, TX",TX,48411,84.7,X2012.Prescribing.Rate,"San Saba, TX",TX,48411,91.4,X2013.Prescribing.Rate,"San Saba, TX",TX,48411,77.8,X2014.Prescribing.Rate,"San Saba, TX",TX,48411,2.8,X2015.Prescribing.Rate,"San Saba, TX",TX,48411,49.5,X2016.Prescribing.Rate,NOTTOWAY,VA,51135,63.3,2017
"Schleicher, TX",TX,48413,,X2006.Prescribing.Rate,"Schleicher, TX",TX,48413,,X2007.Prescribing.Rate,"Schleicher, TX",TX,48413,,X2008.Prescribing.Rate,"Schleicher, TX",TX,48413,,X2009.Prescribing.Rate,"Schleicher, TX",TX,48413,,X2010.Prescribing.Rate,"Schleicher, TX",TX,48413,,X2011.Prescribing.Rate,"Schleicher, TX",TX,48413,,X2012.Prescribing.Rate,"Schleicher, TX",TX,48413,,X2013.Prescribing.Rate,"Schleicher, TX",TX,48413,,X2014.Prescribing.Rate,"Schleicher, TX",TX,48413,,X2015.Prescribing.Rate,"Schleicher, TX",TX,48413,,X2016.Prescribing.Rate,ORANGE,VA,51137,73.8,2017
"Scurry, TX",TX,48415,81.5,X2006.Prescribing.Rate,"Scurry, TX",TX,48415,83.2,X2007.Prescribing.Rate,"Scurry, TX",TX,48415,91.5,X2008.Prescribing.Rate,"Scurry, TX",TX,48415,86.9,X2009.Prescribing.Rate,"Scurry, TX",TX,48415,83.3,X2010.Prescribing.Rate,"Scurry, TX",TX,48415,84.8,X2011.Prescribing.Rate,"Scurry, TX",TX,48415,108.8,X2012.Prescribing.Rate,"Scurry, TX",TX,48415,105,X2013.Prescribing.Rate,"Scurry, TX",TX,48415,106.6,X2014.Prescribing.Rate,"Scurry, TX",TX,48415,90.8,X2015.Prescribing.Rate,"Scurry, TX",TX,48415,84.5,X2016.Prescribing.Rate,PAGE,VA,51139,75.8,2017
"Shackelford, TX",TX,48417,,X2006.Prescribing.Rate,"Shackelford, TX",TX,48417,,X2007.Prescribing.Rate,"Shackelford, TX",TX,48417,,X2008.Prescribing.Rate,"Shackelford, TX",TX,48417,,X2009.Prescribing.Rate,"Shackelford, TX",TX,48417,,X2010.Prescribing.Rate,"Shackelford, TX",TX,48417,,X2011.Prescribing.Rate,"Shackelford, TX",TX,48417,,X2012.Prescribing.Rate,"Shackelford, TX",TX,48417,,X2013.Prescribing.Rate,"Shackelford, TX",TX,48417,,X2014.Prescribing.Rate,"Shackelford, TX",TX,48417,,X2015.Prescribing.Rate,"Shackelford, TX",TX,48417,,X2016.Prescribing.Rate,PATRICK,VA,51141,58.5,2017
"Shelby, TX",TX,48419,101.8,X2006.Prescribing.Rate,"Shelby, TX",TX,48419,111.6,X2007.Prescribing.Rate,"Shelby, TX",TX,48419,100.2,X2008.Prescribing.Rate,"Shelby, TX",TX,48419,112.8,X2009.Prescribing.Rate,"Shelby, TX",TX,48419,111.7,X2010.Prescribing.Rate,"Shelby, TX",TX,48419,103.6,X2011.Prescribing.Rate,"Shelby, TX",TX,48419,97.9,X2012.Prescribing.Rate,"Shelby, TX",TX,48419,97.5,X2013.Prescribing.Rate,"Shelby, TX",TX,48419,89.7,X2014.Prescribing.Rate,"Shelby, TX",TX,48419,58.7,X2015.Prescribing.Rate,"Shelby, TX",TX,48419,69.1,X2016.Prescribing.Rate,PETERSBURG CITY,VA,51730,130.4,2017
"Sherman, TX",TX,48421,60.3,X2006.Prescribing.Rate,"Sherman, TX",TX,48421,60.2,X2007.Prescribing.Rate,"Sherman, TX",TX,48421,70.8,X2008.Prescribing.Rate,"Sherman, TX",TX,48421,42.2,X2009.Prescribing.Rate,"Sherman, TX",TX,48421,60.7,X2010.Prescribing.Rate,"Sherman, TX",TX,48421,66.9,X2011.Prescribing.Rate,"Sherman, TX",TX,48421,83.6,X2012.Prescribing.Rate,"Sherman, TX",TX,48421,67,X2013.Prescribing.Rate,"Sherman, TX",TX,48421,31.2,X2014.Prescribing.Rate,"Sherman, TX",TX,48421,1.3,X2015.Prescribing.Rate,"Sherman, TX",TX,48421,1.4,X2016.Prescribing.Rate,PITTSYLVANIA,VA,51143,16.5,2017
"Smith, TX",TX,48423,96.1,X2006.Prescribing.Rate,"Smith, TX",TX,48423,104.4,X2007.Prescribing.Rate,"Smith, TX",TX,48423,106.2,X2008.Prescribing.Rate,"Smith, TX",TX,48423,132.9,X2009.Prescribing.Rate,"Smith, TX",TX,48423,139,X2010.Prescribing.Rate,"Smith, TX",TX,48423,113.8,X2011.Prescribing.Rate,"Smith, TX",TX,48423,113.8,X2012.Prescribing.Rate,"Smith, TX",TX,48423,112.9,X2013.Prescribing.Rate,"Smith, TX",TX,48423,107.9,X2014.Prescribing.Rate,"Smith, TX",TX,48423,95.2,X2015.Prescribing.Rate,"Smith, TX",TX,48423,88.6,X2016.Prescribing.Rate,POQUOSON CITY,VA,51735,66,2017
"Somervell, TX",TX,48425,134.8,X2006.Prescribing.Rate,"Somervell, TX",TX,48425,132.1,X2007.Prescribing.Rate,"Somervell, TX",TX,48425,127.3,X2008.Prescribing.Rate,"Somervell, TX",TX,48425,118.5,X2009.Prescribing.Rate,"Somervell, TX",TX,48425,123.2,X2010.Prescribing.Rate,"Somervell, TX",TX,48425,123.4,X2011.Prescribing.Rate,"Somervell, TX",TX,48425,118.5,X2012.Prescribing.Rate,"Somervell, TX",TX,48425,42.6,X2013.Prescribing.Rate,"Somervell, TX",TX,48425,8.6,X2014.Prescribing.Rate,"Somervell, TX",TX,48425,5.9,X2015.Prescribing.Rate,"Somervell, TX",TX,48425,5.8,X2016.Prescribing.Rate,PORTSMOUTH CITY,VA,51740,83.8,2017
"Starr, TX",TX,48427,24.2,X2006.Prescribing.Rate,"Starr, TX",TX,48427,25.5,X2007.Prescribing.Rate,"Starr, TX",TX,48427,24.9,X2008.Prescribing.Rate,"Starr, TX",TX,48427,24.3,X2009.Prescribing.Rate,"Starr, TX",TX,48427,25.8,X2010.Prescribing.Rate,"Starr, TX",TX,48427,27.8,X2011.Prescribing.Rate,"Starr, TX",TX,48427,33,X2012.Prescribing.Rate,"Starr, TX",TX,48427,34.2,X2013.Prescribing.Rate,"Starr, TX",TX,48427,32.7,X2014.Prescribing.Rate,"Starr, TX",TX,48427,32.2,X2015.Prescribing.Rate,"Starr, TX",TX,48427,34.6,X2016.Prescribing.Rate,POWHATAN,VA,51145,41.8,2017
